Address:,USB0::0x2A8D::0x178B::CN59340121::0::INSTR,,Analog Channels,,,
Model:,EDU-X 1002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,CN59340121,,3.01875E-07,-2.32663270970806,10.2386935474351,
Firmware Version:,01.20.2019061038,,3.021875E-07,-1.9899493586272,10.2386935474351,
Start Time:,2021-08-25 12:56:31.957,,3.025E-07,-1.63819063361734,10.2386935474351,
Capture#:,5,,3.028125E-07,-1.2562811607495,10.2386935474351,
,,,3.03125E-07,-0.864321438595653,10.2386935474351,
Analog Sample Count:,640,,3.034375E-07,-0.457286342512816,10.2512563616037,
Function Sample Count:,0,,3.0375E-07,-0.0502512464299798,10.2512563616037,
Waveform Memory Sample Count:,0,,3.040625E-07,0.361808974295855,10.2512563616037,
Digital Sample Count:,0,,3.04375E-07,0.758793821092695,10.2512563616037,
,,,3.046875E-07,1.15075354324654,10.2512563616037,
Setup Text Information:,,,3.05E-07,1.53768814075738,10.2512563616037,
ANALOG,,,3.053125E-07,1.90954736433923,10.2512563616037,
Channel 1,,,3.05625E-07,2.27135633863509,10.2512563616037,
Scale,2 V/,,3.059375E-07,2.61306481435895,10.2512563616037,
Pos,0 V,,3.0625E-07,2.92964766686782,10.2386935474351,
Coup,,,3.065625E-07,3.2261300208047,10.2386935474351,
BW,Off,,3.06875E-07,3.4874365022406,10.2386935474351,
Inv,Off,,3.071875E-07,3.71356711117551,10.2386935474351,
Imp,1M Ohm,,3.075E-07,3.91457209689543,10.2386935474351,
Trace Label,1,,3.078125E-07,4.07035096082836,10.2512563616037,
Probe,10,,3.08125E-07,4.20602932618931,10.2512563616037,
Skew,0 s,,3.084375E-07,4.30150669440627,10.2638191757724,
,,,3.0875E-07,4.36180819012225,10.2512563616037,
Channel 2,,,3.090625E-07,4.41205943655223,10.2135679190978,
Scale,5 V/,,3.09375E-07,4.42210968583822,10.1758794765919,
Pos,0 V,,3.096875E-07,4.41205943655223,10.138191034086,
Coup,,,3.1E-07,4.39195893798023,10.1005025915802,
BW,Off,,3.103125E-07,4.35175794083625,10.0628141490743,
Inv,Off,,3.10625E-07,4.31155694369227,10.0502513349056,
Imp,1M Ohm,,3.109375E-07,4.26130569726229,10.0251257065684,
Trace Label,2,,3.1125E-07,4.2211047001183,10.0000000782311,
Probe,10,,3.115625E-07,4.18592882761732,9.94974882155657,
Skew,0 s,,3.11875E-07,4.17085345368832,9.89949756488204,
,,,3.121875E-07,4.16582832904533,9.84924630820751,
