Address:,USB0::0x2A8D::0x178B::CN59340121::0::INSTR,,Analog Channels,,,
Model:,EDU-X 1002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,CN59340121,,3.01875E-07,-2.42211007792503,10.1633166624233,
Firmware Version:,01.20.2019061038,,3.021875E-07,-2.08040160220116,10.1130654057488,
Start Time:,2021-08-25 12:56:31.957,,3.025E-07,-1.72361775254831,10.0628141490743,
Capture#:,4,,3.028125E-07,-1.34673340432346,10.037688520737,
,,,3.03125E-07,-0.939698308240622,10.0251257065684,
Analog Sample Count:,640,,3.034375E-07,-0.517587838228792,10.0251257065684,
Function Sample Count:,0,,3.0375E-07,-0.0904522435739636,10.0251257065684,
Waveform Memory Sample Count:,0,,3.040625E-07,0.326633101794869,10.037688520737,
Digital Sample Count:,0,,3.04375E-07,0.743718447163701,10.037688520737,
,,,3.046875E-07,1.13567816931754,10.0502513349056,
Setup Text Information:,,,3.05E-07,1.51758764218539,10.0502513349056,
ANALOG,,,3.053125E-07,1.87939661648124,10.037688520737,
Channel 1,,,3.05625E-07,2.22110509220511,10.037688520737,
Scale,2 V/,,3.059375E-07,2.55778844328597,10.037688520737,
Pos,0 V,,3.0625E-07,2.87437129579484,10.037688520737,
Coup,,,3.065625E-07,3.17587877437472,10.0502513349056,
BW,Off,,3.06875E-07,3.46733600366861,10.0502513349056,
Inv,Off,,3.071875E-07,3.71859223581851,10.0502513349056,
Imp,1M Ohm,,3.075E-07,3.93969772011042,10.0502513349056,
Trace Label,1,,3.078125E-07,4.13065245654434,10.0502513349056,
Probe,10,,3.08125E-07,4.25628057261929,10.0502513349056,
Skew,0 s,,3.084375E-07,4.35678306547925,10.0502513349056,
,,,3.0875E-07,4.40200918726623,10.0502513349056,
Channel 2,,,3.090625E-07,4.42713481048122,10.0502513349056,
Scale,5 V/,,3.09375E-07,4.43215993512422,10.0502513349056,
Pos,0 V,,3.096875E-07,4.42713481048122,10.0502513349056,
Coup,,,3.1E-07,4.41205943655223,10.0502513349056,
BW,Off,,3.103125E-07,4.38693381333724,10.0502513349056,
Inv,Off,,3.10625E-07,4.35175794083625,10.037688520737,
Imp,1M Ohm,,3.109375E-07,4.31155694369227,10.037688520737,
Trace Label,2,,3.1125E-07,4.26633082190529,10.037688520737,
Probe,10,,3.115625E-07,4.2261298247613,10.037688520737,
Skew,0 s,,3.11875E-07,4.18592882761732,10.037688520737,
,,,3.121875E-07,4.17085345368832,10.0502513349056,
MATH,,,3.125E-07,4.16582832904533,10.0502513349056,
REFERENCE WAVEFORM,,,3.128125E-07,4.16582832904533,10.0628141490743,
TRIGGER,,,3.13125E-07,4.17587857833132,10.0502513349056,
Sweep Mode,NORM,,3.134375E-07,4.18090370297432,10.0251257065684,
Coup,DC,,3.1375E-07,4.18090370297432,9.98743726406246,
Noise Rej,Off,,3.140625E-07,4.18090370297432,9.93718600738794,
HF Rej,Off,,3.14375E-07,4.17587857833132,9.88693475071341,
Holdoff,60.0 ns,,3.146875E-07,4.17587857833132,9.84924630820751,
Mode,EDGE,,3.15E-07,4.17587857833132,9.82412067987025,
Source,CHAN2,,3.153125E-07,4.17587857833132,9.81155786570162,
Slope,POS,,3.15625E-07,4.17587857833132,9.81155786570162,
Level,3.125 V V,,3.159375E-07,4.17587857833132,9.81155786570162,
,,,3.1625E-07,4.17587857833132,9.83668349403888,
HORIZONTAL,,,3.165625E-07,4.18090370297432,9.87437193654478,
Mode,MAIN,,3.16875E-07,4.18592882761732,9.9246231932193,
Ref,CENT,,3.171875E-07,4.18592882761732,9.97487444989383,
Main Scale,20 ns/,,3.175E-07,4.18090370297432,10.0125628923997,
Main Delay,402 ns,,3.178125E-07,4.17085345368832,10.037688520737,
,,,3.18125E-07,4.15075295511633,10.0628141490743,
ACQUISITION,,,3.184375E-07,4.13567758118734,10.0628141490743,
Mode,NORM,,3.1875E-07,4.11055195797235,10.0502513349056,
RealTime,On,,3.190625E-07,4.09547658404335,10.037688520737,
Vectors,On,,3.19375E-07,4.09045145940036,10.0251257065684,
Persistence,Off,,3.196875E-07,4.09045145940036,10.0251257065684,
,,,3.2E-07,4.09045145940036,10.0251257065684,
,,,3.203125E-07,4.09045145940036,10.037688520737,
,,,3.20625E-07,4.09547658404335,10.0753769632429,
,,,3.209375E-07,4.10050170868635,10.1256282199174,
,,,3.2125E-07,4.10050170868635,10.1633166624233,
,,,3.215625E-07,4.09547658404335,10.2135679190978,
,,,3.21875E-07,4.09547658404335,10.2386935474351,
,,,3.221875E-07,4.09547658404335,10.2638191757724,
,,,3.225E-07,4.09547658404335,10.2638191757724,
,,,3.228125E-07,4.09547658404335,10.2638191757724,
,,,3.23125E-07,4.10050170868635,10.2512563616037,
,,,3.234375E-07,4.10050170868635,10.2135679190978,
,,,3.2375E-07,4.10050170868635,10.1758794765919,
,,,3.240625E-07,4.10050170868635,10.1256282199174,
,,,3.24375E-07,4.10050170868635,10.0753769632429,
,,,3.246875E-07,4.10050170868635,10.037688520737,
,,,3.25E-07,4.10050170868635,10.0251257065684,
,,,3.253125E-07,4.10050170868635,10.0251257065684,
,,,3.25625E-07,4.10050170868635,10.0251257065684,
,,,3.259375E-07,4.10050170868635,10.0251257065684,
,,,3.2625E-07,4.10050170868635,10.037688520737,
,,,3.265625E-07,4.10050170868635,10.0502513349056,
,,,3.26875E-07,4.10050170868635,10.0502513349056,
,,,3.271875E-07,4.10050170868635,10.037688520737,
,,,3.275E-07,4.10050170868635,10.037688520737,
,,,3.278125E-07,4.10050170868635,10.037688520737,
,,,3.28125E-07,4.10050170868635,10.037688520737,
,,,3.284375E-07,4.10050170868635,10.037688520737,
,,,3.2875E-07,4.10050170868635,10.037688520737,
,,,3.290625E-07,4.10050170868635,10.0502513349056,
,,,3.29375E-07,4.10050170868635,10.0502513349056,
,,,3.296875E-07,4.10050170868635,10.037688520737,
,,,3.3E-07,4.10050170868635,10.037688520737,
,,,3.303125E-07,4.10050170868635,10.0251257065684,
,,,3.30625E-07,4.10050170868635,10.0251257065684,
,,,3.309375E-07,4.10050170868635,10.0251257065684,
,,,3.3125E-07,4.10050170868635,10.037688520737,
,,,3.315625E-07,4.10050170868635,10.0628141490743,
,,,3.31875E-07,4.10050170868635,10.1256282199174,
,,,3.321875E-07,4.10050170868635,10.1758794765919,
,,,3.325E-07,4.10050170868635,10.2135679190978,
,,,3.328125E-07,4.10050170868635,10.2386935474351,
