Address:,USB0::0x2A8D::0x178B::CN59340121::0::INSTR,,Analog Channels,,
Model:,EDU-X 1002A,,Time (s),2 (VOLT),
,,,2.906E-06,-0.774070829153061,
,,,2.908E-06,-0.774070829153061,
,,,2.91E-06,-0.774070829153061,
,,,2.912E-06,-0.372060716152191,
,,,2.914E-06,-0.372060716152191,
,,,2.916E-06,-0.372060716152191,
,,,2.918E-06,-0.372060716152191,
,,,2.92E-06,-0.372060716152191,
,,,2.922E-06,-0.372060716152191,
,,,2.924E-06,-0.372060716152191,
,,,2.926E-06,-0.372060716152191,
,,,2.928E-06,0.0299493968486786,
,,,2.93E-06,0.0299493968486786,
,,,2.932E-06,-0.372060716152191,
,,,2.934E-06,-0.372060716152191,
,,,2.936E-06,-0.372060716152191,
,,,2.938E-06,-0.372060716152191,
,,,2.94E-06,-0.372060716152191,
,,,2.942E-06,-0.372060716152191,
,,,2.944E-06,-0.372060716152191,
,,,2.946E-06,-0.372060716152191,
,,,2.948E-06,-0.372060716152191,
,,,2.95E-06,-0.372060716152191,
,,,2.952E-06,0.0299493968486786,
,,,2.954E-06,0.0299493968486786,
,,,2.956E-06,-0.372060716152191,
,,,2.958E-06,-0.372060716152191,
,,,2.96E-06,-0.372060716152191,
,,,2.962E-06,-0.372060716152191,
,,,2.964E-06,-0.372060716152191,
,,,2.966E-06,-0.372060716152191,
,,,2.968E-06,-0.372060716152191,
,,,2.97E-06,-0.372060716152191,
,,,2.972E-06,-0.372060716152191,
,,,2.974E-06,0.0299493968486786,
,,,2.976E-06,0.0299493968486786,
,,,2.978E-06,-0.372060716152191,
,,,2.98E-06,-0.372060716152191,
,,,2.982E-06,-0.774070829153061,
,,,2.984E-06,-0.774070829153061,
,,,2.986E-06,-0.774070829153061,
,,,2.988E-06,-0.774070829153061,
,,,2.99E-06,-0.372060716152191,
,,,2.992E-06,-0.372060716152191,
,,,2.994E-06,0.0299493968486786,
,,,2.996E-06,0.0299493968486786,
,,,2.998E-06,-0.372060716152191,
,,,3E-06,-0.372060716152191,
,,,3.002E-06,-0.372060716152191,
,,,3.004E-06,-0.372060716152191,
,,,3.006E-06,-0.372060716152191,
,,,3.008E-06,-0.372060716152191,
,,,3.01E-06,-0.774070829153061,
,,,3.012E-06,-0.774070829153061,
,,,3.014E-06,-0.774070829153061,
,,,3.016E-06,-0.372060716152191,
,,,3.018E-06,-0.372060716152191,
,,,3.02E-06,-0.372060716152191,
,,,3.022E-06,-0.372060716152191,
,,,3.024E-06,-0.372060716152191,
,,,3.026E-06,-0.372060716152191,
,,,3.028E-06,0.0299493968486786,
,,,3.03E-06,-0.372060716152191,
,,,3.032E-06,-0.372060716152191,
,,,3.034E-06,-0.774070829153061,
,,,3.036E-06,-0.372060716152191,
,,,3.038E-06,-0.372060716152191,
,,,3.04E-06,-0.372060716152191,
,,,3.042E-06,-0.372060716152191,
,,,3.044E-06,-0.372060716152191,
,,,3.046E-06,-0.372060716152191,
,,,3.048E-06,-0.372060716152191,
,,,3.05E-06,-0.774070829153061,
,,,3.052E-06,-0.774070829153061,
,,,3.054E-06,-0.372060716152191,
,,,3.056E-06,-0.372060716152191,
,,,3.058E-06,-0.372060716152191,
,,,3.06E-06,-0.372060716152191,
,,,3.062E-06,-0.372060716152191,
,,,3.064E-06,-0.372060716152191,
,,,3.066E-06,-0.372060716152191,
,,,3.068E-06,-0.372060716152191,
,,,3.07E-06,-0.372060716152191,
,,,3.072E-06,-0.372060716152191,
,,,3.074E-06,-0.372060716152191,
,,,3.076E-06,-0.372060716152191,
,,,3.078E-06,-0.372060716152191,
,,,3.08E-06,-0.372060716152191,
,,,3.082E-06,-0.372060716152191,
,,,3.084E-06,-0.372060716152191,
,,,3.086E-06,-0.372060716152191,
,,,3.088E-06,-0.372060716152191,
,,,3.09E-06,-0.372060716152191,
,,,3.092E-06,-0.372060716152191,
,,,3.094E-06,-0.372060716152191,
,,,3.096E-06,-0.372060716152191,
,,,3.098E-06,-0.372060716152191,
,,,3.1E-06,-0.372060716152191,
,,,3.102E-06,-0.372060716152191,
,,,3.104E-06,-0.372060716152191,
,,,3.106E-06,-0.372060716152191,
,,,3.108E-06,-0.372060716152191,
,,,3.11E-06,-0.372060716152191,
,,,3.112E-06,-0.372060716152191,
,,,3.114E-06,-0.372060716152191,
,,,3.116E-06,-0.372060716152191,
,,,3.118E-06,-0.372060716152191,
,,,3.12E-06,-0.372060716152191,
,,,3.122E-06,0.0299493968486786,
,,,3.124E-06,0.0299493968486786,
,,,3.126E-06,0.0299493968486786,
,,,3.128E-06,0.0299493968486786,
,,,3.13E-06,0.0299493968486786,
,,,3.132E-06,0.0299493968486786,
,,,3.134E-06,0.0299493968486786,
,,,3.136E-06,0.0299493968486786,
,,,3.138E-06,0.0299493968486786,
,,,3.14E-06,0.0299493968486786,
,,,3.142E-06,0.431959509849548,
,,,3.144E-06,0.431959509849548,
,,,3.146E-06,0.0299493968486786,
,,,3.148E-06,0.0299493968486786,
,,,3.15E-06,-0.372060716152191,
,,,3.152E-06,-0.372060716152191,
,,,3.154E-06,-0.372060716152191,
,,,3.156E-06,-0.372060716152191,
,,,3.158E-06,-0.372060716152191,
,,,3.16E-06,0.0299493968486786,
,,,3.162E-06,0.0299493968486786,
,,,3.164E-06,0.431959509849548,
,,,3.166E-06,0.0299493968486786,
,,,3.168E-06,0.0299493968486786,
,,,3.17E-06,-0.372060716152191,
,,,3.172E-06,-0.372060716152191,
,,,3.174E-06,-0.372060716152191,
,,,3.176E-06,-0.372060716152191,
,,,3.178E-06,-0.372060716152191,
,,,3.18E-06,-0.372060716152191,
,,,3.182E-06,-0.372060716152191,
,,,3.184E-06,0.0299493968486786,
,,,3.186E-06,-0.372060716152191,
,,,3.188E-06,-0.372060716152191,
,,,3.19E-06,-0.372060716152191,
,,,3.192E-06,-0.372060716152191,
,,,3.194E-06,0.0299493968486786,
,,,3.196E-06,0.0299493968486786,
,,,3.198E-06,0.0299493968486786,
,,,3.2E-06,-0.372060716152191,
,,,3.202E-06,-0.372060716152191,
,,,3.204E-06,-0.372060716152191,
,,,3.206E-06,-0.372060716152191,
,,,3.208E-06,-0.372060716152191,
,,,3.21E-06,-0.372060716152191,
,,,3.212E-06,-0.774070829153061,
,,,3.214E-06,-0.372060716152191,
,,,3.216E-06,-0.372060716152191,
,,,3.218E-06,-0.372060716152191,
,,,3.22E-06,-0.372060716152191,
,,,3.222E-06,-0.372060716152191,
,,,3.224E-06,-0.372060716152191,
,,,3.226E-06,0.0299493968486786,
,,,3.228E-06,0.0299493968486786,
,,,3.23E-06,0.0299493968486786,
,,,3.232E-06,-0.372060716152191,
,,,3.234E-06,-0.372060716152191,
,,,3.236E-06,-0.372060716152191,
,,,3.238E-06,-0.372060716152191,
,,,3.24E-06,-0.372060716152191,
,,,3.242E-06,0.0299493968486786,
,,,3.244E-06,0.0299493968486786,
,,,3.246E-06,0.0299493968486786,
,,,3.248E-06,0.0299493968486786,
,,,3.25E-06,0.0299493968486786,
,,,3.252E-06,0.0299493968486786,
,,,3.254E-06,0.0299493968486786,
,,,3.256E-06,0.0299493968486786,
,,,3.258E-06,-0.372060716152191,
,,,3.26E-06,-0.372060716152191,
,,,3.262E-06,-0.372060716152191,
,,,3.264E-06,-0.372060716152191,
,,,3.266E-06,-0.372060716152191,
,,,3.268E-06,0.0299493968486786,
,,,3.27E-06,0.0299493968486786,
,,,3.272E-06,0.0299493968486786,
,,,3.274E-06,-0.372060716152191,
,,,3.276E-06,-0.372060716152191,
,,,3.278E-06,-0.372060716152191,
,,,3.28E-06,-0.372060716152191,
,,,3.282E-06,-0.372060716152191,
,,,3.284E-06,0.0299493968486786,
,,,3.286E-06,0.0299493968486786,
,,,3.288E-06,-0.372060716152191,
,,,3.29E-06,-0.372060716152191,
,,,3.292E-06,-0.372060716152191,
,,,3.294E-06,-0.774070829153061,
,,,3.296E-06,-0.372060716152191,
,,,3.298E-06,-0.372060716152191,
,,,3.3E-06,-0.372060716152191,
,,,3.302E-06,0.0299493968486786,
,,,3.304E-06,0.0299493968486786,
,,,3.306E-06,0.0299493968486786,
,,,3.308E-06,0.0299493968486786,
,,,3.31E-06,0.0299493968486786,
,,,3.312E-06,-0.372060716152191,
,,,3.314E-06,-0.372060716152191,
,,,3.316E-06,-0.372060716152191,
,,,3.318E-06,-0.372060716152191,
,,,3.32E-06,-0.372060716152191,
,,,3.322E-06,-0.372060716152191,
,,,3.324E-06,-0.372060716152191,
,,,3.326E-06,-0.372060716152191,
,,,3.328E-06,-0.372060716152191,
,,,3.33E-06,0.0299493968486786,
,,,3.332E-06,0.0299493968486786,
,,,3.334E-06,0.0299493968486786,
,,,3.336E-06,-0.372060716152191,
,,,3.338E-06,0.0299493968486786,
,,,3.34E-06,0.0299493968486786,
,,,3.342E-06,0.0299493968486786,
,,,3.344E-06,0.0299493968486786,
,,,3.346E-06,0.0299493968486786,
,,,3.348E-06,0.0299493968486786,
,,,3.35E-06,0.0299493968486786,
,,,3.352E-06,-0.372060716152191,
,,,3.354E-06,-0.372060716152191,
,,,3.356E-06,-0.372060716152191,
,,,3.358E-06,-0.372060716152191,
,,,3.36E-06,-0.372060716152191,
,,,3.362E-06,-0.372060716152191,
,,,3.364E-06,-0.372060716152191,
,,,3.366E-06,-0.372060716152191,
,,,3.368E-06,-0.372060716152191,
,,,3.37E-06,-0.372060716152191,
,,,3.372E-06,-0.774070829153061,
,,,3.374E-06,-0.372060716152191,
,,,3.376E-06,-0.372060716152191,
,,,3.378E-06,-0.372060716152191,
,,,3.38E-06,-0.372060716152191,
,,,3.382E-06,-0.372060716152191,
,,,3.384E-06,0.0299493968486786,
,,,3.386E-06,0.0299493968486786,
,,,3.388E-06,-0.372060716152191,
,,,3.39E-06,-0.372060716152191,
,,,3.392E-06,-0.372060716152191,
,,,3.394E-06,-0.372060716152191,
,,,3.396E-06,-0.372060716152191,
,,,3.398E-06,0.0299493968486786,
,,,3.4E-06,0.0299493968486786,
,,,3.402E-06,0.0299493968486786,
,,,3.404E-06,0.0299493968486786,
,,,3.406E-06,0.0299493968486786,
,,,3.408E-06,0.0299493968486786,
,,,3.41E-06,0.0299493968486786,
,,,3.412E-06,0.0299493968486786,
,,,3.414E-06,0.0299493968486786,
,,,3.416E-06,0.0299493968486786,
,,,3.418E-06,0.0299493968486786,
,,,3.42E-06,-0.372060716152191,
,,,3.422E-06,-0.372060716152191,
,,,3.424E-06,-0.372060716152191,
,,,3.426E-06,-0.372060716152191,
,,,3.428E-06,-0.372060716152191,
,,,3.43E-06,-0.372060716152191,
,,,3.432E-06,-0.372060716152191,
,,,3.434E-06,-0.372060716152191,
,,,3.436E-06,-0.372060716152191,
,,,3.438E-06,-0.372060716152191,
,,,3.44E-06,0.0299493968486786,
,,,3.442E-06,0.0299493968486786,
,,,3.444E-06,0.0299493968486786,
,,,3.446E-06,0.0299493968486786,
,,,3.448E-06,0.0299493968486786,
,,,3.45E-06,0.0299493968486786,
,,,3.452E-06,0.0299493968486786,
,,,3.454E-06,0.0299493968486786,
,,,3.456E-06,-0.372060716152191,
,,,3.458E-06,-0.372060716152191,
,,,3.46E-06,-0.372060716152191,
,,,3.462E-06,0.0299493968486786,
,,,3.464E-06,-0.372060716152191,
,,,3.466E-06,-0.372060716152191,
,,,3.468E-06,-0.372060716152191,
,,,3.47E-06,-0.372060716152191,
,,,3.472E-06,-0.372060716152191,
,,,3.474E-06,0.0299493968486786,
,,,3.476E-06,-0.372060716152191,
,,,3.478E-06,-0.372060716152191,
,,,3.48E-06,-0.372060716152191,
,,,3.482E-06,-0.372060716152191,
,,,3.484E-06,-0.372060716152191,
,,,3.486E-06,-0.372060716152191,
,,,3.488E-06,-0.372060716152191,
,,,3.49E-06,-0.372060716152191,
,,,3.492E-06,-0.372060716152191,
,,,3.494E-06,-0.372060716152191,
,,,3.496E-06,-0.372060716152191,
,,,3.498E-06,-0.372060716152191,
