x-axis,1
second,Volt
-148.0400E-06,
-147.5400E-06,+6.1894304E-03
-147.0400E-06,+6.1851027E-03
-146.5400E-06,+6.1820355E-03
-146.0400E-06,+6.1780797E-03
-145.5400E-06,+6.1743350E-03
-145.0400E-06,+6.1707705E-03
-144.5400E-06,+6.1778339E-03
-144.0400E-06,+6.1834508E-03
-143.5400E-06,+6.1853370E-03
-143.0400E-06,+6.1768414E-03
-142.5400E-06,+6.1818907E-03
-142.0400E-06,+6.1847865E-03
-141.5400E-06,+6.1783346E-03
-141.0400E-06,+6.1769908E-03
-140.5400E-06,+6.1807375E-03
-140.0400E-06,+6.1809711E-03
-139.5400E-06,+6.1743994E-03
-139.0400E-06,+6.1809898E-03
-138.5400E-06,+6.1896680E-03
-138.0400E-06,+6.1765987E-03
-137.5400E-06,+6.1802711E-03
-137.0400E-06,+6.1773077E-03
-136.5400E-06,+6.1810677E-03
-136.0400E-06,+6.1780294E-03
-135.5400E-06,+6.1853428E-03
-135.0400E-06,+6.1841585E-03
-134.5400E-06,+6.1861654E-03
-134.0400E-06,+6.1844377E-03
-133.5400E-06,+6.1887048E-03
-133.0400E-06,+6.1831503E-03
-132.5400E-06,+6.1818790E-03
-132.0400E-06,+6.1778355E-03
-131.5400E-06,+6.1869080E-03
-131.0400E-06,+6.1816442E-03
-130.5400E-06,+6.1883574E-03
-130.0400E-06,+6.1891243E-03
-129.5400E-06,+6.1879571E-03
-129.0400E-06,+6.1884734E-03
-128.5400E-06,+6.1915513E-03
-128.0400E-06,+6.1911164E-03
-127.5400E-06,+6.1857198E-03
-127.0400E-06,+6.1906784E-03
-126.5400E-06,+6.1937456E-03
-126.0400E-06,+6.1942031E-03
-125.5400E-06,+6.1982875E-03
-125.0400E-06,+6.1887044E-03
-124.5400E-06,+6.1839770E-03
-124.0400E-06,+6.1858566E-03
-123.5400E-06,+6.1796650E-03
-123.0400E-06,+6.1905192E-03
-122.5400E-06,+6.1914185E-03
-122.0400E-06,+6.1893599E-03
-121.5400E-06,+6.1893297E-03
-121.0400E-06,+6.1970205E-03
-120.5400E-06,+6.1945527E-03
-120.0400E-06,+6.1918773E-03
-119.5400E-06,+6.1909829E-03
-119.0400E-06,+6.1953964E-03
-118.5400E-06,+6.1900591E-03
-118.0400E-06,+6.1971850E-03
-117.5400E-06,+6.1944900E-03
-117.0400E-06,+6.1969509E-03
-116.5400E-06,+6.1980536E-03
-116.0400E-06,+6.1961867E-03
-115.5400E-06,+6.1977196E-03
-115.0400E-06,+6.1951822E-03
-114.5400E-06,+6.1912544E-03
-114.0400E-06,+6.2004434E-03
-113.5400E-06,+6.1885009E-03
-113.0400E-06,+6.2041346E-03
-112.5400E-06,+6.2013564E-03
-112.0400E-06,+6.1987824E-03
-111.5400E-06,+6.2047124E-03
-111.0400E-06,+6.1963253E-03
-110.5400E-06,+6.1929406E-03
-110.0400E-06,+6.2039916E-03
-109.5400E-06,+6.1949301E-03
-109.0400E-06,+6.1993296E-03
-108.5400E-06,+6.1964894E-03
-108.0400E-06,+6.2019485E-03
-107.5400E-06,+6.2034435E-03
-107.0400E-06,+6.2074820E-03
-106.5400E-06,+6.1994799E-03
-106.0400E-06,+6.1937618E-03
-105.5400E-06,+6.1900262E-03
-105.0400E-06,+6.1986715E-03
-104.5400E-06,+6.1994107E-03
-104.0400E-06,+6.1962113E-03
-103.5400E-06,+6.1894379E-03
-103.0400E-06,+6.1931837E-03
-102.5400E-06,+6.1913913E-03
-102.0400E-06,+6.1905228E-03
-101.5400E-06,+6.2014939E-03
-101.0400E-06,+6.1979975E-03
-100.5400E-06,+6.1945338E-03
-100.0400E-06,+5.0209868E-03
-99.5400E-06,+3.4361642E-03
-99.0400E-06,+2.7099551E-03
-98.5400E-06,+2.3630424E-03
-98.0400E-06,+2.1982417E-03
-97.5400E-06,+2.1208262E-03
-97.0400E-06,+2.0668632E-03
-96.5400E-06,+2.0422326E-03
-96.0400E-06,+2.0260686E-03
-95.5400E-06,+2.0021132E-03
-95.0400E-06,+1.9845668E-03
-94.5400E-06,+1.9742962E-03
-94.0400E-06,+1.9614606E-03
-93.5400E-06,+1.9562494E-03
-93.0400E-06,+1.9508954E-03
-92.5400E-06,+1.9437019E-03
-92.0400E-06,+1.9392767E-03
-91.5400E-06,+1.9277764E-03
-91.0400E-06,+1.9215424E-03
-90.5400E-06,+1.9247611E-03
-90.0400E-06,+1.9128408E-03
-89.5400E-06,+1.9113151E-03
-89.0400E-06,+1.9092417E-03
-88.5400E-06,+1.9096345E-03
-88.0400E-06,+1.9052943E-03
-87.5400E-06,+1.8979980E-03
-87.0400E-06,+1.9008746E-03
-86.5400E-06,+1.8968451E-03
-86.0400E-06,+1.8878600E-03
-85.5400E-06,+1.8946478E-03
-85.0400E-06,+1.8950813E-03
-84.5400E-06,+1.8863232E-03
-84.0400E-06,+1.8819818E-03
-83.5400E-06,+1.8852210E-03
-83.0400E-06,+1.8817115E-03
-82.5400E-06,+1.8815018E-03
-82.0400E-06,+1.8742005E-03
-81.5400E-06,+1.8791532E-03
-81.0400E-06,+1.8723358E-03
-80.5400E-06,+1.8754654E-03
-80.0400E-06,+1.8828681E-03
-79.5400E-06,+1.8798768E-03
-79.0400E-06,+1.8726782E-03
-78.5400E-06,+1.8721533E-03
-78.0400E-06,+1.8676010E-03
-77.5400E-06,+1.8677344E-03
-77.0400E-06,+1.8661389E-03
-76.5400E-06,+1.8653467E-03
-76.0400E-06,+1.8624702E-03
-75.5400E-06,+1.8673621E-03
-75.0400E-06,+1.8698468E-03
-74.5400E-06,+1.8692826E-03
-74.0400E-06,+1.8705057E-03
-73.5400E-06,+1.8745302E-03
-73.0400E-06,+1.8663427E-03
-72.5400E-06,+1.8666295E-03
-72.0400E-06,+1.8683452E-03
-71.5400E-06,+1.8659832E-03
-71.0400E-06,+1.8604975E-03
-70.5400E-06,+1.8662529E-03
-70.0400E-06,+1.8688981E-03
-69.5400E-06,+1.8607252E-03
-69.0400E-06,+1.8644200E-03
-68.5400E-06,+1.8611865E-03
-68.0400E-06,+1.8594985E-03
-67.5400E-06,+1.8665998E-03
-67.0400E-06,+1.8633976E-03
-66.5400E-06,+1.8610067E-03
-66.0400E-06,+1.8595349E-03
-65.5400E-06,+1.8579984E-03
-65.0400E-06,+1.8628658E-03
-64.5400E-06,+1.8631108E-03
-64.0400E-06,+1.8592570E-03
-63.5400E-06,+1.8666337E-03
-63.0400E-06,+1.8588586E-03
