"A,1 Log Mag"
"Frequency (Hz)","dB",
21915500000, -1.030259e+002,
21915625000, -1.031332e+002,
21915750000, -1.025168e+002,
21915875000, -1.040287e+002,
21916000000, -1.025536e+002,
21916125000, -1.040493e+002,
21916250000, -1.030588e+002,
21916375000, -1.026291e+002,
21916500000, -1.034191e+002,
21916625000, -1.036037e+002,
21916750000, -1.021227e+002,
21916875000, -1.025810e+002,
21917000000, -1.036696e+002,
21917125000, -1.032161e+002,
21917250000, -1.047238e+002,
21917375000, -1.038124e+002,
21917500000, -1.020170e+002,
21917625000, -1.016874e+002,
21917750000, -1.021163e+002,
21917875000, -1.041797e+002,
21918000000, -1.024759e+002,
21918125000, -1.034009e+002,
21918250000, -1.030980e+002,
21918375000, -1.028574e+002,
21918500000, -1.047130e+002,
21918625000, -1.027987e+002,
21918750000, -1.026555e+002,
21918875000, -1.030595e+002,
21919000000, -1.021776e+002,
21919125000, -1.031451e+002,
21919250000, -1.022422e+002,
21919375000, -1.044358e+002,
21919500000, -1.021105e+002,
21919625000, -1.028881e+002,
21919750000, -1.020635e+002,
21919875000, -1.014880e+002,
21920000000, -1.024468e+002,
21920125000, -1.025092e+002,
21920250000, -1.020035e+002,
21920375000, -1.022606e+002,
21920500000, -1.030828e+002,
21920625000, -1.032039e+002,
21920750000, -1.034503e+002,
21920875000, -1.024305e+002,
21921000000, -1.019233e+002,
21921125000, -1.040729e+002,
21921250000, -1.026213e+002,
21921375000, -1.011648e+002,
21921500000, -1.037190e+002,
21921625000, -1.029922e+002,
21921750000, -1.029885e+002,
21921875000, -1.027147e+002,
21922000000, -1.017401e+002,
21922125000, -1.028465e+002,
21922250000, -1.045601e+002,
21922375000, -1.023878e+002,
21922500000, -1.014544e+002,
21922625000, -1.029517e+002,
21922750000, -1.044754e+002,
21922875000, -1.029944e+002,
21923000000, -1.032447e+002,
21923125000, -1.036055e+002,
21923250000, -1.019468e+002,
21923375000, -1.031320e+002,
21923500000, -1.027319e+002,
21923625000, -1.030329e+002,
21923750000, -1.027113e+002,
21923875000, -1.023341e+002,
21924000000, -1.016146e+002,
21924125000, -1.028260e+002,
21924250000, -1.019944e+002,
21924375000, -1.032672e+002,
21924500000, -1.045872e+002,
21924625000, -1.022427e+002,
21924750000, -1.029589e+002,
21924875000, -1.019423e+002,
21925000000, -1.018257e+002,
21925125000, -1.032510e+002,
21925250000, -1.019273e+002,
21925375000, -1.031021e+002,
21925500000, -1.034735e+002,
21925625000, -1.021115e+002,
21925750000, -1.025497e+002,
21925875000, -1.035976e+002,
21926000000, -1.022038e+002,
21926125000, -1.024347e+002,
21926250000, -1.017076e+002,
21926375000, -1.026212e+002,
21926500000, -1.035745e+002,
21926625000, -1.028197e+002,
21926750000, -1.031427e+002,
21926875000, -1.034143e+002,
21927000000, -1.020221e+002,
21927125000, -1.016212e+002,
21927250000, -1.021295e+002,
21927375000, -1.019527e+002,
21927500000, -1.034976e+002,
21927625000, -1.038360e+002,
21927750000, -1.034779e+002,
21927875000, -1.028025e+002,
21928000000, -1.021478e+002,
21928125000, -1.031288e+002,
21928250000, -1.021391e+002,
21928375000, -1.028362e+002,
21928500000, -1.031913e+002,
21928625000, -1.037574e+002,
21928750000, -1.010569e+002,
21928875000, -1.029241e+002,
21929000000, -1.029880e+002,
21929125000, -1.034974e+002,
21929250000, -1.018697e+002,
21929375000, -1.019273e+002,
21929500000, -1.036612e+002,
21929625000, -1.022542e+002,
21929750000, -1.019249e+002,
21929875000, -1.045535e+002,
21930000000, -7.057563e+001,
21930125000, -1.028463e+002,
21930250000, -1.016099e+002,
21930375000, -1.027054e+002,
21930500000, -1.035133e+002,
21930625000, -1.036598e+002,
21930750000, -1.026560e+002,
21930875000, -1.034879e+002,
21931000000, -1.030382e+002,
21931125000, -1.026037e+002,
21931250000, -1.036370e+002,
21931375000, -1.038005e+002,
21931500000, -1.031846e+002,
21931625000, -1.046178e+002,
21931750000, -1.036176e+002,
21931875000, -1.030734e+002,
21932000000, -1.018961e+002,
21932125000, -1.028703e+002,
21932250000, -1.032950e+002,
21932375000, -1.031052e+002,
21932500000, -1.010403e+002,
21932625000, -1.029707e+002,
21932750000, -1.029861e+002,
21932875000, -1.022165e+002,
21933000000, -1.040452e+002,
21933125000, -1.035020e+002,
21933250000, -1.033586e+002,
21933375000, -1.027320e+002,
21933500000, -1.029298e+002,
21933625000, -1.029137e+002,
21933750000, -1.038497e+002,
21933875000, -1.025227e+002,
21934000000, -1.023315e+002,
21934125000, -1.015516e+002,
21934250000, -1.027117e+002,
21934375000, -1.032446e+002,
21934500000, -1.036162e+002,
21934625000, -1.038077e+002,
21934750000, -1.035450e+002,
21934875000, -1.039466e+002,
21935000000, -1.020355e+002,
21935125000, -1.035505e+002,
21935250000, -1.017885e+002,
21935375000, -1.026208e+002,
21935500000, -1.027208e+002,
21935625000, -1.022556e+002,
21935750000, -1.035702e+002,
21935875000, -1.027156e+002,
21936000000, -1.023441e+002,
21936125000, -1.037385e+002,
21936250000, -1.034091e+002,
21936375000, -1.020051e+002,
21936500000, -1.034517e+002,
21936625000, -1.027816e+002,
21936750000, -1.034522e+002,
21936875000, -1.034426e+002,
21937000000, -1.035631e+002,
21937125000, -1.030218e+002,
21937250000, -1.027353e+002,
21937375000, -1.035075e+002,
21937500000, -1.036368e+002,
21937625000, -1.024760e+002,
21937750000, -1.030004e+002,
21937875000, -1.035135e+002,
21938000000, -1.026007e+002,
21938125000, -1.025188e+002,
21938250000, -1.029705e+002,
21938375000, -1.036634e+002,
21938500000, -1.016098e+002,
21938625000, -1.020613e+002,
21938750000, -1.036623e+002,
21938875000, -1.034790e+002,
21939000000, -1.021451e+002,
21939125000, -1.037240e+002,
21939250000, -1.024072e+002,
21939375000, -1.023830e+002,
21939500000, -1.014342e+002,
21939625000, -1.036214e+002,
21939750000, -1.010223e+002,
21939875000, -1.022187e+002,
21940000000, -1.031107e+002,
21940125000, -1.032215e+002,
21940250000, -1.026189e+002,
21940375000, -1.033933e+002,
21940500000, -1.028544e+002,
21940625000, -1.034897e+002,
21940750000, -1.042418e+002,
21940875000, -1.035231e+002,
21941000000, -1.042872e+002,
21941125000, -1.024845e+002,
21941250000, -1.044130e+002,
21941375000, -1.028528e+002,
21941500000, -1.029772e+002,
21941625000, -1.014000e+002,
21941750000, -1.028749e+002,
21941875000, -1.015963e+002,
21942000000, -1.034630e+002,
21942125000, -1.034355e+002,
21942250000, -1.017496e+002,
21942375000, -1.023191e+002,
21942500000, -1.025965e+002,
21942625000, -1.040361e+002,
21942750000, -1.043685e+002,
21942875000, -1.031186e+002,
21943000000, -1.034210e+002,
21943125000, -1.026960e+002,
21943250000, -1.031945e+002,
21943375000, -1.038569e+002,
21943500000, -1.031854e+002,
21943625000, -1.026003e+002,
21943750000, -1.030523e+002,
21943875000, -1.035202e+002,
21944000000, -1.022559e+002,
21944125000, -1.024465e+002,
21944250000, -1.033066e+002,
21944375000, -1.033557e+002,
21944500000, -1.029173e+002,
21944625000, -1.021692e+002,
21944750000, -1.031019e+002,
21944875000, -1.037919e+002,
21945000000, -1.018738e+002,
21945125000, -1.039227e+002,
21945250000, -1.031502e+002,
21945375000, -1.035277e+002,
21945500000, -1.036442e+002,
21945625000, -1.029303e+002,
21945750000, -1.026513e+002,
21945875000, -1.020914e+002,
21946000000, -1.019634e+002,
21946125000, -1.030518e+002,
21946250000, -1.012787e+002,
21946375000, -1.028092e+002,
21946500000, -1.022638e+002,
21946625000, -1.023316e+002,
21946750000, -1.019348e+002,
21946875000, -1.026704e+002,
21947000000, -1.027331e+002,
21947125000, -1.021408e+002,
21947250000, -1.029501e+002,
21947375000, -1.028397e+002,
21947500000, -1.039363e+002,
21947625000, -1.030951e+002,
21947750000, -1.030968e+002,
21947875000, -1.021229e+002,
21948000000, -1.024998e+002,
21948125000, -1.024427e+002,
21948250000, -1.021761e+002,
21948375000, -1.032678e+002,
21948500000, -1.037979e+002,
21948625000, -1.036795e+002,
21948750000, -1.041674e+002,
21948875000, -1.033523e+002,
21949000000, -1.028083e+002,
21949125000, -1.033166e+002,
21949250000, -1.022303e+002,
21949375000, -1.033491e+002,
21949500000, -1.035102e+002,
21949625000, -1.020260e+002,
21949750000, -1.022319e+002,
21949875000, -1.027659e+002,
21950000000, -1.032602e+002,
21950125000, -1.028267e+002,
21950250000, -1.025816e+002,
21950375000, -1.024640e+002,
21950500000, -1.026981e+002,
21950625000, -1.032516e+002,
21950750000, -1.036873e+002,
21950875000, -1.028665e+002,
21951000000, -1.019110e+002,
21951125000, -1.030072e+002,
21951250000, -1.050586e+002,
21951375000, -1.030208e+002,
21951500000, -1.029444e+002,
21951625000, -1.036656e+002,
21951750000, -1.025581e+002,
21951875000, -1.022168e+002,
21952000000, -1.035796e+002,
21952125000, -1.031437e+002,
21952250000, -1.026569e+002,
21952375000, -1.036189e+002,
21952500000, -1.024331e+002,
21952625000, -1.042963e+002,
21952750000, -1.026064e+002,
21952875000, -1.025859e+002,
21953000000, -1.034967e+002,
21953125000, -1.042400e+002,
21953250000, -1.024007e+002,
21953375000, -1.020826e+002,
21953500000, -1.030560e+002,
21953625000, -1.032577e+002,
21953750000, -1.021145e+002,
21953875000, -1.030209e+002,
21954000000, -1.026454e+002,
21954125000, -1.041828e+002,
21954250000, -1.009287e+002,
21954375000, -1.048379e+002,
21954500000, -1.037735e+002,
21954625000, -1.019731e+002,
21954750000, -1.026336e+002,
21954875000, -1.024800e+002,
21955000000, -1.045725e+002,
21955125000, -1.030588e+002,
21955250000, -1.031541e+002,
21955375000, -1.030222e+002,
21955500000, -1.031049e+002,
21955625000, -1.039636e+002,
21955750000, -1.029333e+002,
21955875000, -1.036917e+002,
21956000000, -1.027286e+002,
21956125000, -1.010028e+002,
21956250000, -1.012065e+002,
21956375000, -1.026827e+002,
21956500000, -1.028106e+002,
21956625000, -1.024778e+002,
21956750000, -1.019568e+002,
21956875000, -1.031607e+002,
21957000000, -1.020471e+002,
21957125000, -1.034981e+002,
21957250000, -1.035414e+002,
21957375000, -1.029990e+002,
21957500000, -1.038304e+002,
21957625000, -1.018525e+002,
21957750000, -1.042399e+002,
21957875000, -1.035212e+002,
21958000000, -1.025624e+002,
21958125000, -1.022220e+002,
21958250000, -1.032684e+002,
21958375000, -1.042321e+002,
21958500000, -1.033513e+002,
21958625000, -1.045511e+002,
21958750000, -1.025340e+002,
21958875000, -1.033397e+002,
21959000000, -1.017623e+002,
21959125000, -1.045870e+002,
21959250000, -1.024799e+002,
21959375000, -1.020156e+002,
21959500000, -1.033838e+002,
21959625000, -1.025407e+002,
21959750000, -1.034408e+002,
21959875000, -1.031232e+002,
21960000000, -1.016779e+002,
21960125000, -1.025363e+002,
21960250000, -1.040166e+002,
21960375000, -1.041768e+002,
21960500000, -1.025752e+002,
21960625000, -1.033333e+002,
21960750000, -1.034362e+002,
21960875000, -1.042736e+002,
21961000000, -1.046640e+002,
21961125000, -1.020833e+002,
21961250000, -1.026257e+002,
21961375000, -1.039246e+002,
21961500000, -1.033008e+002,
21961625000, -1.026258e+002,
21961750000, -1.030983e+002,
21961875000, -1.030443e+002,
21962000000, -1.026236e+002,
21962125000, -1.030351e+002,
21962250000, -1.023581e+002,
21962375000, -1.030518e+002,
21962500000, -1.010194e+002,
21962625000, -1.032324e+002,
21962750000, -1.029835e+002,
21962875000, -1.044217e+002,
21963000000, -1.032439e+002,
21963125000, -1.035379e+002,
21963250000, -1.034264e+002,
21963375000, -1.034699e+002,
21963500000, -1.021379e+002,
21963625000, -1.030471e+002,
21963750000, -1.011499e+002,
21963875000, -1.038314e+002,
21964000000, -1.037063e+002,
21964125000, -1.028543e+002,
21964250000, -1.024008e+002,
21964375000, -1.025056e+002,
21964500000, -1.032344e+002,
21964625000, -1.026292e+002,
21964750000, -1.031884e+002,
21964875000, -1.030882e+002,
21965000000, -1.021505e+002,
21965125000, -1.039960e+002,
21965250000, -1.029190e+002,
21965375000, -1.031918e+002,
21965500000, -1.034524e+002,
21965625000, -1.028662e+002,
21965750000, -1.022557e+002,
21965875000, -1.024921e+002,
21966000000, -1.026185e+002,
21966125000, -1.034153e+002,
21966250000, -1.031257e+002,
21966375000, -1.030910e+002,
21966500000, -1.029153e+002,
21966625000, -1.035377e+002,
21966750000, -1.030618e+002,
21966875000, -1.035806e+002,
21967000000, -1.019987e+002,
21967125000, -1.021408e+002,
21967250000, -1.023964e+002,
21967375000, -1.037740e+002,
21967500000, -1.030359e+002,
21967625000, -1.027548e+002,
21967750000, -1.028286e+002,
21967875000, -1.025861e+002,
21968000000, -1.028783e+002,
21968125000, -1.031481e+002,
21968250000, -1.025542e+002,
21968375000, -1.024020e+002,
21968500000, -1.045003e+002,
21968625000, -1.034408e+002,
21968750000, -1.040089e+002,
21968875000, -1.038941e+002,
21969000000, -1.033407e+002,
21969125000, -1.025988e+002,
21969250000, -1.025289e+002,
21969375000, -1.022234e+002,
21969500000, -1.028177e+002,
21969625000, -1.031275e+002,
21969750000, -1.039543e+002,
21969875000, -1.031422e+002,
21970000000, -1.039889e+002,
21970125000, -1.026928e+002,
21970250000, -1.026000e+002,
21970375000, -1.033433e+002,
21970500000, -1.023032e+002,
21970625000, -1.036035e+002,
21970750000, -1.041509e+002,
21970875000, -1.028337e+002,
21971000000, -1.041324e+002,
21971125000, -1.026738e+002,
21971250000, -1.023616e+002,
21971375000, -1.032360e+002,
21971500000, -1.027631e+002,
21971625000, -1.025914e+002,
21971750000, -1.031196e+002,
21971875000, -1.024213e+002,
21972000000, -1.024558e+002,
21972125000, -1.030986e+002,
21972250000, -1.032676e+002,
21972375000, -1.028045e+002,
21972500000, -1.035915e+002,
21972625000, -1.024627e+002,
21972750000, -1.039472e+002,
21972875000, -1.027821e+002,
21973000000, -1.023644e+002,
21973125000, -1.031951e+002,
21973250000, -1.035421e+002,
21973375000, -1.025261e+002,
21973500000, -1.027286e+002,
21973625000, -1.023919e+002,
21973750000, -1.024153e+002,
21973875000, -1.023042e+002,
21974000000, -1.039078e+002,
21974125000, -1.021594e+002,
21974250000, -1.040045e+002,
21974375000, -1.032226e+002,
21974500000, -1.026204e+002,
21974625000, -1.025060e+002,
21974750000, -1.026063e+002,
21974875000, -1.015667e+002,
21975000000, -1.033800e+002,
21975125000, -1.005585e+002,
21975250000, -1.022127e+002,
21975375000, -1.015579e+002,
21975500000, -1.018218e+002,
21975625000, -1.038019e+002,
21975750000, -1.023782e+002,
21975875000, -1.043464e+002,
21976000000, -1.029751e+002,
21976125000, -1.013417e+002,
21976250000, -1.019006e+002,
21976375000, -1.030056e+002,
21976500000, -1.034255e+002,
21976625000, -1.025803e+002,
21976750000, -1.046146e+002,
21976875000, -1.037724e+002,
21977000000, -1.021109e+002,
21977125000, -1.026776e+002,
21977250000, -1.022719e+002,
21977375000, -1.039007e+002,
21977500000, -1.036472e+002,
21977625000, -1.028733e+002,
21977750000, -1.039043e+002,
21977875000, -1.032079e+002,
21978000000, -1.029721e+002,
21978125000, -1.025039e+002,
21978250000, -1.027957e+002,
21978375000, -1.035253e+002,
21978500000, -1.039361e+002,
21978625000, -1.028365e+002,
21978750000, -1.038296e+002,
21978875000, -1.029055e+002,
21979000000, -1.035983e+002,
21979125000, -1.030015e+002,
21979250000, -1.026998e+002,
21979375000, -1.031301e+002,
21979500000, -1.026148e+002,
21979625000, -1.040979e+002,
21979750000, -1.029727e+002,
21979875000, -1.036502e+002,
21980000000, -1.044550e+002,
21980125000, -1.016158e+002,
21980250000, -1.037727e+002,
21980375000, -1.013194e+002,
21980500000, -1.028163e+002,
21980625000, -1.032822e+002,
21980750000, -1.026928e+002,
21980875000, -1.027250e+002,
21981000000, -1.039077e+002,
21981125000, -1.015614e+002,
21981250000, -1.030403e+002,
21981375000, -1.034450e+002,
21981500000, -1.028020e+002,
21981625000, -1.037483e+002,
21981750000, -1.022503e+002,
21981875000, -1.034891e+002,
21982000000, -1.030963e+002,
21982125000, -1.019815e+002,
21982250000, -1.042236e+002,
21982375000, -1.025547e+002,
21982500000, -1.038722e+002,
21982625000, -1.026623e+002,
21982750000, -1.016148e+002,
21982875000, -1.034598e+002,
21983000000, -1.014358e+002,
21983125000, -1.045363e+002,
21983250000, -1.027596e+002,
21983375000, -1.014973e+002,
21983500000, -1.026906e+002,
21983625000, -1.031539e+002,
21983750000, -1.038657e+002,
21983875000, -1.018298e+002,
21984000000, -1.034105e+002,
21984125000, -1.022814e+002,
21984250000, -1.042872e+002,
21984375000, -1.042119e+002,
21984500000, -1.016851e+002,
21984625000, -1.022659e+002,
21984750000, -1.024337e+002,
21984875000, -1.030161e+002,
21985000000, -1.023253e+002,
21985125000, -1.024314e+002,
21985250000, -1.035106e+002,
21985375000, -1.028370e+002,
21985500000, -1.036954e+002,
21985625000, -1.027103e+002,
21985750000, -1.037722e+002,
21985875000, -1.021863e+002,
21986000000, -1.029255e+002,
21986125000, -1.028664e+002,
21986250000, -1.031191e+002,
21986375000, -1.044709e+002,
21986500000, -1.029177e+002,
21986625000, -1.036564e+002,
21986750000, -1.019168e+002,
21986875000, -1.024728e+002,
21987000000, -1.031521e+002,
21987125000, -1.032082e+002,
21987250000, -1.021454e+002,
21987375000, -1.022463e+002,
21987500000, -1.025139e+002,
21987625000, -1.026222e+002,
21987750000, -1.020452e+002,
21987875000, -1.031326e+002,
21988000000, -1.035185e+002,
21988125000, -1.047431e+002,
21988250000, -1.031191e+002,
21988375000, -1.022230e+002,
21988500000, -1.033528e+002,
21988625000, -1.029288e+002,
21988750000, -1.025564e+002,
21988875000, -1.034928e+002,
21989000000, -1.052003e+002,
21989125000, -1.033391e+002,
21989250000, -1.021121e+002,
21989375000, -1.022589e+002,
21989500000, -1.036579e+002,
21989625000, -1.030841e+002,
21989750000, -1.033137e+002,
21989875000, -1.034673e+002,
21990000000, -1.026177e+002,
21990125000, -1.037993e+002,
21990250000, -1.035552e+002,
21990375000, -1.037930e+002,
21990500000, -1.029702e+002,
21990625000, -1.022012e+002,
21990750000, -1.026121e+002,
21990875000, -1.031002e+002,
21991000000, -1.020203e+002,
21991125000, -1.036648e+002,
21991250000, -1.029253e+002,
21991375000, -1.039384e+002,
21991500000, -1.030836e+002,
21991625000, -1.037687e+002,
21991750000, -1.031735e+002,
21991875000, -1.025495e+002,
21992000000, -1.026151e+002,
21992125000, -1.035149e+002,
21992250000, -1.031905e+002,
21992375000, -1.027732e+002,
21992500000, -1.024440e+002,
21992625000, -1.019340e+002,
21992750000, -1.040856e+002,
21992875000, -1.018556e+002,
21993000000, -1.040333e+002,
21993125000, -1.024472e+002,
21993250000, -1.017742e+002,
21993375000, -1.027130e+002,
21993500000, -1.031108e+002,
21993625000, -1.027274e+002,
21993750000, -1.034466e+002,
21993875000, -1.039713e+002,
21994000000, -1.036381e+002,
21994125000, -1.027270e+002,
21994250000, -1.032978e+002,
21994375000, -1.022624e+002,
21994500000, -1.037528e+002,
21994625000, -1.029786e+002,
21994750000, -1.024024e+002,
21994875000, -1.017942e+002,
21995000000, -1.040980e+002,
21995125000, -1.049649e+002,
21995250000, -1.043383e+002,
21995375000, -1.046953e+002,
21995500000, -1.046779e+002,
21995625000, -1.024983e+002,
21995750000, -1.035297e+002,
21995875000, -1.022715e+002,
21996000000, -1.024944e+002,
21996125000, -1.018980e+002,
21996250000, -1.031156e+002,
21996375000, -1.017198e+002,
21996500000, -1.029097e+002,
21996625000, -1.029806e+002,
21996750000, -1.035850e+002,
21996875000, -1.037499e+002,
21997000000, -1.030746e+002,
21997125000, -1.032419e+002,
21997250000, -1.031542e+002,
21997375000, -1.037632e+002,
21997500000, -1.032438e+002,
21997625000, -1.037351e+002,
21997750000, -1.030314e+002,
21997875000, -1.030609e+002,
21998000000, -1.022888e+002,
21998125000, -1.030875e+002,
21998250000, -1.022375e+002,
21998375000, -1.026238e+002,
21998500000, -1.027989e+002,
21998625000, -1.030470e+002,
21998750000, -1.033542e+002,
21998875000, -1.026867e+002,
21999000000, -1.035553e+002,
21999125000, -1.033827e+002,
21999250000, -1.021301e+002,
21999375000, -1.036198e+002,
21999500000, -1.036839e+002,
21999625000, -1.025721e+002,
21999750000, -1.012129e+002,
21999875000, -1.022248e+002,
22000000000, -6.217144e+001,
22000125000, -1.036466e+002,
22000250000, -1.027530e+002,
22000375000, -1.023772e+002,
22000500000, -1.026682e+002,
22000625000, -1.034222e+002,
22000750000, -1.029565e+002,
22000875000, -1.030820e+002,
22001000000, -1.025694e+002,
22001125000, -1.027688e+002,
22001250000, -1.027336e+002,
22001375000, -1.030802e+002,
22001500000, -1.029172e+002,
22001625000, -1.029989e+002,
22001750000, -1.030426e+002,
22001875000, -1.027537e+002,
22002000000, -1.031746e+002,
22002125000, -1.013670e+002,
22002250000, -1.035084e+002,
22002375000, -1.022491e+002,
22002500000, -1.029524e+002,
22002625000, -1.018772e+002,
22002750000, -1.037059e+002,
22002875000, -1.011896e+002,
22003000000, -1.027756e+002,
22003125000, -1.014842e+002,
22003250000, -1.029449e+002,
22003375000, -1.027827e+002,
22003500000, -1.023782e+002,
22003625000, -1.032607e+002,
22003750000, -1.034997e+002,
22003875000, -1.023582e+002,
22004000000, -1.039571e+002,
22004125000, -1.028982e+002,
22004250000, -1.028867e+002,
22004375000, -1.029654e+002,
22004500000, -1.017278e+002,
22004625000, -1.018102e+002,
22004750000, -1.046250e+002,
22004875000, -1.026405e+002,
22005000000, -1.029914e+002,
22005125000, -1.018609e+002,
22005250000, -1.017353e+002,
22005375000, -1.027498e+002,
22005500000, -1.028438e+002,
22005625000, -1.024615e+002,
22005750000, -1.031373e+002,
22005875000, -1.024759e+002,
22006000000, -1.030680e+002,
22006125000, -1.029381e+002,
22006250000, -1.022254e+002,
22006375000, -1.022971e+002,
22006500000, -1.026990e+002,
22006625000, -1.013661e+002,
22006750000, -1.042288e+002,
22006875000, -1.032475e+002,
22007000000, -1.020633e+002,
22007125000, -1.030297e+002,
22007250000, -1.030130e+002,
22007375000, -1.038150e+002,
22007500000, -1.032480e+002,
22007625000, -1.035088e+002,
22007750000, -1.024979e+002,
22007875000, -1.040972e+002,
22008000000, -1.019814e+002,
22008125000, -1.044630e+002,
22008250000, -1.031483e+002,
22008375000, -1.043532e+002,
22008500000, -1.034552e+002,
22008625000, -1.032984e+002,
22008750000, -1.025362e+002,
22008875000, -1.038469e+002,
22009000000, -1.027070e+002,
22009125000, -1.032870e+002,
22009250000, -1.018991e+002,
22009375000, -1.023359e+002,
22009500000, -1.033580e+002,
22009625000, -1.026325e+002,
22009750000, -1.029682e+002,
22009875000, -1.018157e+002,
22010000000, -1.028678e+002,
22010125000, -1.031754e+002,
22010250000, -1.031047e+002,
22010375000, -1.030838e+002,
22010500000, -1.024615e+002,
22010625000, -1.034109e+002,
22010750000, -1.026508e+002,
22010875000, -1.025344e+002,
22011000000, -1.037497e+002,
22011125000, -1.039014e+002,
22011250000, -1.025308e+002,
22011375000, -1.032052e+002,
22011500000, -1.032472e+002,
22011625000, -1.020508e+002,
22011750000, -1.030999e+002,
22011875000, -1.015416e+002,
22012000000, -1.039455e+002,
22012125000, -1.040385e+002,
22012250000, -1.033607e+002,
22012375000, -1.026099e+002,
22012500000, -1.034719e+002,
22012625000, -1.026313e+002,
22012750000, -1.028889e+002,
22012875000, -1.035235e+002,
22013000000, -1.023058e+002,
22013125000, -1.016056e+002,
22013250000, -1.028011e+002,
22013375000, -1.029038e+002,
22013500000, -1.016806e+002,
22013625000, -1.027509e+002,
22013750000, -1.027485e+002,
22013875000, -1.027590e+002,
22014000000, -1.013340e+002,
22014125000, -1.031974e+002,
22014250000, -1.025970e+002,
22014375000, -1.033842e+002,
22014500000, -1.014490e+002,
22014625000, -1.029284e+002,
22014750000, -1.030541e+002,
22014875000, -1.033090e+002,
22015000000, -1.029159e+002,
22015125000, -1.025367e+002,
22015250000, -1.027925e+002,
22015375000, -1.034767e+002,
22015500000, -1.034100e+002,
22015625000, -1.035112e+002,
22015750000, -1.023290e+002,
22015875000, -1.035568e+002,
22016000000, -1.023304e+002,
22016125000, -1.019003e+002,
22016250000, -1.032845e+002,
22016375000, -1.028284e+002,
22016500000, -9.820232e+001,
22016625000, -1.029913e+002,
22016750000, -1.031581e+002,
22016875000, -1.028517e+002,
22017000000, -1.026856e+002,
22017125000, -1.026992e+002,
22017250000, -1.022921e+002,
22017375000, -1.023525e+002,
22017500000, -1.024127e+002,
22017625000, -1.030501e+002,
22017750000, -1.025689e+002,
22017875000, -1.023691e+002,
22018000000, -1.030897e+002,
22018125000, -1.025674e+002,
22018250000, -1.026072e+002,
22018375000, -1.023584e+002,
22018500000, -1.026207e+002,
22018625000, -1.027447e+002,
22018750000, -1.030964e+002,
22018875000, -1.032703e+002,
22019000000, -1.027551e+002,
22019125000, -1.028429e+002,
22019250000, -1.021483e+002,
22019375000, -1.030905e+002,
22019500000, -1.038258e+002,
22019625000, -1.028269e+002,
22019750000, -1.021982e+002,
22019875000, -1.027686e+002,
22020000000, -1.022948e+002,
22020125000, -1.020872e+002,
22020250000, -1.019807e+002,
22020375000, -1.028156e+002,
22020500000, -1.027247e+002,
22020625000, -1.031686e+002,
22020750000, -1.025656e+002,
22020875000, -1.026490e+002,
22021000000, -1.029980e+002,
22021125000, -1.038515e+002,
22021250000, -1.031650e+002,
22021375000, -1.029013e+002,
22021500000, -1.025654e+002,
22021625000, -1.038637e+002,
22021750000, -1.035422e+002,
22021875000, -1.023488e+002,
22022000000, -1.030431e+002,
22022125000, -1.027071e+002,
22022250000, -1.043197e+002,
22022375000, -1.045097e+002,
22022500000, -1.037531e+002,
22022625000, -1.034804e+002,
22022750000, -1.036563e+002,
22022875000, -1.027032e+002,
22023000000, -1.032791e+002,
22023125000, -1.016352e+002,
22023250000, -1.022008e+002,
22023375000, -1.030443e+002,
22023500000, -1.026834e+002,
22023625000, -1.038622e+002,
22023750000, -1.019858e+002,
22023875000, -1.039928e+002,
22024000000, -1.022397e+002,
22024125000, -1.033858e+002,
22024250000, -1.039435e+002,
22024375000, -1.025069e+002,
22024500000, -1.032871e+002,
22024625000, -1.027744e+002,
22024750000, -1.039804e+002,
22024875000, -1.042660e+002,
22025000000, -1.026342e+002,
22025125000, -1.028335e+002,
22025250000, -1.032771e+002,
22025375000, -1.025530e+002,
22025500000, -1.028652e+002,
22025625000, -1.032210e+002,
22025750000, -1.037977e+002,
22025875000, -1.025350e+002,
22026000000, -1.024522e+002,
22026125000, -1.021668e+002,
22026250000, -1.020620e+002,
22026375000, -1.021161e+002,
22026500000, -1.023296e+002,
22026625000, -1.027279e+002,
22026750000, -1.037269e+002,
22026875000, -1.016442e+002,
22027000000, -1.027443e+002,
22027125000, -1.035393e+002,
22027250000, -1.029387e+002,
22027375000, -1.036845e+002,
22027500000, -1.034021e+002,
22027625000, -1.043250e+002,
22027750000, -1.040077e+002,
22027875000, -1.040793e+002,
22028000000, -1.024126e+002,
22028125000, -1.019972e+002,
22028250000, -1.028912e+002,
22028375000, -1.024870e+002,
22028500000, -1.024435e+002,
22028625000, -1.036003e+002,
22028750000, -1.030723e+002,
22028875000, -1.031167e+002,
22029000000, -1.024074e+002,
22029125000, -1.018539e+002,
22029250000, -1.026915e+002,
22029375000, -1.034200e+002,
22029500000, -1.014102e+002,
22029625000, -1.011823e+002,
22029750000, -1.040842e+002,
22029875000, -1.033407e+002,
22030000000, -1.026712e+002,
22030125000, -1.031263e+002,
22030250000, -1.035022e+002,
22030375000, -1.025554e+002,
22030500000, -1.025863e+002,
22030625000, -1.021281e+002,
22030750000, -1.042072e+002,
22030875000, -1.027963e+002,
22031000000, -1.030540e+002,
22031125000, -1.035584e+002,
22031250000, -1.037043e+002,
22031375000, -1.037165e+002,
22031500000, -1.019178e+002,
22031625000, -1.036837e+002,
22031750000, -1.037825e+002,
